Label;year
W2621775304;2005
W2407059451;2020
W236235489;1989
W2409981108;2013
W2148778385;2008
W2279845743;2005
W4234043690;2010
W4240539718;2008
W2539735394;2016
W2235565555;2015
W2564002012;2016
W48021536;2006
W2088227203;2013
W2204087705;2015
W2602758983;2007
W121643928;1999
W200833928;1999
W330050333;2005
W2076335529;1996
W2132790577;2004
W2230059004;1989
W2607517948;2015
W2607571659;2020
W2332937742;2014
W1895642096;2010
W2066485774;2000
W2603385522;2011
W2682604142;2016
W2019147893;2002
W2095629078;2011
W1972411105;2010
W149867275;2002
W1981100776;1995
W1997313875;1989
W2002851123;2008
W2008799189;2009
W2036907660;2001
W2046434428;2003
W2049860390;2005
W2076964568;2005
W2102164620;2006
W2113740928;2006
W2127562479;2001
W2167973489;2003
W2168139785;2000
W2098039920;2012
W100779111;2009
W120068045;1993
W151959119;1998
W202608827;1983
W238626781;1993
W421782351;2002
W561490718;2009
W768563379;2020
W1487235128;2000
W1513544106;1995
W1566876566;2002
W1567651514;1987
W1591779334;2002
W1694273205;2008
W1870995000;2009
W1972833322;2010
W1974554718;2011
W1976598510;2003
W1979343245;2011
W1983572258;2008
W2019262020;2006
W2021101792;1986
W2027464781;2009
W2034055325;2010
W2034765131;2010
W2039570373;2011
W2063627032;2010
W2070810369;2005
W2085709044;2003
W2097477453;2010
W2123140236;2011
W2138312888;1998
W2140622552;2007
W2140657013;2011
W2145347566;2008
W2163208259;2011
W2166261615;2010
W2244392778;1996
W2134065842;1999
W2729404774;1995
W2992259825;2002
W2016602038;1999
W3041994333;2020
W67217960;2007
W1485257319;2013
W1485308340;2012
W1495931428;2013
W1543447167;2015
W1600427965;2011
W1756374159;2007
W2084788594;2004
W2110323649;2010
W2114953298;2010
W2255303878;2010
W2547755338;2016
W2610411836;2017
W2626418065;2017
W2626503318;2015
W2766716062;2017
W2773955269;2018
W2801011978;2016
W2916549499;2018
W2921196782;2019
W2937579305;2018
W2984680693;2019
W3009211795;2020
W3019023466;2019
W2171616164;2014
W1575362237;1999
W1730835483;2009
W1780766673;1991
W1902455212;2012
W1943956809;2012
W1979815652;2009
W1980620390;2010
W1980975087;2013
W1986950816;2006
W2000513703;2009
W2006133090;2012
W2008118292;2011
W2008302444;1993
W2009597585;2011
W2019336703;2010
W2053904080;1994
W2069835583;2012
W2071443280;2009
W2077593533;2008
W2080681088;2012
W2081811286;1992
W2085805353;2010
W2098988234;2010
W2102491596;2009
W2111312226;2006
W2127432260;2002
W2127479069;2008
W2130605285;2009
W2138382829;2013
W2144020833;2004
W2150443372;1998
W2155307387;2009
W2156674154;2008
W2156949830;2005
W2158270697;1977
W2889287539;2005
W2992872361;2009
W2165891423;2008
W2016970690;2014
W1553516005;2009
W2070341028;2010
W2097623490;2011
W2107798532;2010
W2122516024;2009
W2128026023;1991
W2146060783;2008
W2162745300;2010
W2163902838;2011
W2532847441;2005
W1995223466;2011
W2325027411;2004
W1905729459;2002
W1974745203;1999
W2041119219;2001
W2088947299;2011
W25763267;2006
W2016270954;2004
W2044021443;2004
W2057126121;1996
W2791139001;2007
W3202245705;2006
W2802563049;2018
W1989158074;2010
W2487281194;1992
W2020675527;2021
W2166761701;2007
W2188949981;2011
W2041421540;2009
W2114118468;2009
W2120651846;2010
W2135290097;2003
W2157446202;2009
W2000393069;2015
W2557869652;2016
W2570710487;2017
W38259639;2007
W592301250;1998
W604045612;1999
W1966382731;1990
W2039585592;1985
W2049831997;1989
W2053380434;1990
W2082825388;1980
W2092286949;1974
W2113623377;1993
W2116752311;2000
W2127015161;1984
W2153420677;1984
W2216465904;['']
W3177112562;1999
W2756387326;2014
W2081829948;2010
W2142711542;2008
W3135605721;2021
W23451045;2015
W574462033;1997
W1566388679;2008
W1851120862;2004
W1885335755;2013
W1977531877;2005
W2016672430;1974
W2140567533;2012
W2171079329;2008
W2590976981;2009
W3027304701;2020
W1604763684;2009
W1508945403;2005
W1532387085;1998
W1548317321;1997
W1986284829;2008
W2017302756;1972
W2022509555;2003
W2031978691;2004
W2094622158;1993
W2124792434;2004
W2479572515;2016
W47521510;2010
W1523636085;2010
W1969379996;2004
W2015706807;2000
W2046145495;2014
W2048978309;1996
W2123999048;2009
W2162627071;2008
W2171828417;2005
W3010898259;2020
W1976445490;2011
W2011119787;2009
W2100041764;2016
W2104817611;2006
W2127328112;2011
W2154858773;1998
W2248141325;2012
W2494588359;2016
W2565578486;['']
W2612770602;2017
W2621270157;2013
W2771448768;2017
W2954960166;2019
W2992037880;2017
W3023569372;2020
W1614613583;2012
W1639109227;2012
W1845635733;2012
W2259503754;2014
W2623656442;2017
W2804175652;2017
W3002797014;2015
W3004100965;2019
W3146206146;2016
W3198284457;2013
W1535030295;2004
W1991333778;2000
W2048967622;1993
W2155424735;2003
W2202028520;2004
W2206590826;2004
W2247939045;2000
W2252623720;2004
W3003198532;1993
W2018702723;2015
W767567624;1999
W1499862992;2011
W2099001441;2013
W86139073;1999
W1564822278;2000
W1586936153;2010
W2056883062;2001
W2111586655;2011
W2141353941;1995
W2149566274;1991
W2155102154;1996
W2186918159;2004
W2905909734;2009
W2108737735;2002
W2108989971;2011
W2087365569;2010
W2188710684;['']
W38500072;1996
W220509339;1985
W2394953327;2015
W1977720972;2011
W2069110730;2007
W2071135798;2012
W2103573772;2012
W2523483585;2014
W2486151307;2012
W23049683;2005
W337059297;2010
W646143465;1997
W1972088942;1998
W1976256566;2011
W2021121441;2004
W2068549886;2006
W2180377274;2011
W2341910570;2006
W2618287810;2017
W2054205908;2006
W2131406813;1999
W2164408438;2011
W2586867742;2004
W1494255470;2010
W212692770;2016
W632122678;2004
W2154770037;2010
W2964918994;2001
W1554257219;2000
W2184601174;2012
W3155852570;2009
W574392109;2015
W1556344588;2015
W1713353285;2009
W1883062801;2014
W1924803127;['']
W2216752432;2012
W2232822550;2015
W2345836770;2014
W2517286910;2016
W2564728085;2016
W2581049444;2016
W2620815622;2014
W2621591784;2017
W2741715160;['']
W2756955694;2017
W2793753888;2015
W2914487689;['']
W2955322515;2018
W3149670112;2013
W1930552044;2015
W2028683703;2012
W2040267322;2002
W2057330938;2012
W2766525571;2018
W2804412921;2012
W2990390946;2019
W3013260683;2020
W4239035578;2012
W2808773520;2018
W86135882;1993
W1529815359;2007
W1981472477;2004
W1995404443;2010
W2072231263;2010
W2914488607;2018
W2466255398;2016
W2101338329;2004
W2119213959;2008
W1974279945;2009
W2093804259;2011
W4249880806;1991
W4293245264;1918
W1585210482;1997
W2607637287;2010
W2066748738;2004
W2045671228;2013
W3038202225;2020
W186296790;1980
W1425466386;2015
W1509259897;2003
W1736209534;1970
W1973405687;2010
W1975002637;2013
W1985077350;2008
W1987607369;2007
W1990882106;2013
W1993858630;2003
W2026496322;2006
W2026550045;2012
W2029558760;2005
W2035349138;2006
W2036827129;2014
W2037481723;1998
W2040885610;2001
W2044921061;2013
W2059014567;1995
W2063415497;1993
W2078264517;2008
W2082795943;2009
W2082864650;2009
W2083585366;2008
W2093406825;2005
W2095964612;2001
W2102143840;2013
W2112583775;2010
W2122406309;2007
W2130892515;2012
W2148199348;2014
W2157762133;2009
W2158994549;2009
W2165036790;2007
W2261787203;2016
W2562338814;2016
W2622116900;2018
W2624706504;2017
W2778911417;2018
W2900781150;2019
W2902779115;2019
W2905152375;2019
W2914234358;2019
W2916191333;2019
W2927060530;2019
W2046059139;2008
W1974004384;2001
W2063011771;2003
W2020326525;2006
W300591054;2002
W1969950754;2006
W2077328074;2006
W2147205342;1998
W2060504475;2011
W1970913010;2006
W1989766987;2005
W2012111255;2005
W2012478232;1989
W2017001529;2003
W2020549687;2000
W2036337272;2004
W2045090055;1984
W2057471757;2001
W2069725179;2001
W2080519965;1990
W2081885809;1979
W2089636244;1989
W2114811041;2005
W2160279176;2002
W2160331882;2006
W2056569531;1987
W2159433048;2012
W2071108237;2013
W1971527020;2007
W1973963505;2008
W2024007594;2010
W2055048627;1998
W2056326500;2007
W2079283992;2011
W2110988822;2010
W2119748171;1951
W2128965480;2011
W2129229346;1997
W2146765899;2001
W1611161003;2014
W2889245322;2019
W2283630310;2020
W2582644895;2017
W1964627145;2003
W2036905154;2002
W2064112774;2000
W2077994556;2007
W2085081981;1987
W2131934182;2003
W4244685310;2002
W2914087169;2016
W2029366450;2014
W1994009433;2010
W1999378650;2007
W2013530657;2006
W2020781346;2007
W2028725455;2010
W2058266507;2004
W2117012826;1993
W2120639712;2010
W2122083398;2009
W2123853620;2007
W2126159670;2009
W2159459848;2008
W2163122845;2004
W2164484634;2010
W1658869769;2010
W1587343044;2005
W1978055339;2008
W2017364906;2005
W2029646303;2007
W2047377754;2006
W2050430040;2007
W2053357837;2007
W2253241380;2006
W2581300106;2001
W3021037409;2020
W586506251;2011
W1490478993;2015
W1965085721;2006
W2013613167;2015
W2019133471;2009
W2036736987;2012
W2048702694;2011
W2102091416;2002
W2123782234;2015
W2151429625;2009
W2169380911;2007
W2496940717;2013
W2591902641;2017
W2608574178;2017
W2883535959;2018
W2884598980;2018
W2885876470;2018
W2026428440;2009
W2051490947;2009
W2909999221;2018
W1963918878;2011
W2890031357;2012
W3106852178;2003
W2999508693;2019
W2144049026;2014
W2914940736;2019
W216911327;2005
W2056292537;1992
W2502487518;2016
W2744659083;2017
W2753452737;2020
W2791814396;2018
W2804091692;2018
W2100350237;2006
W2064507680;2012
W3023747110;2020
W2036743019;1999
W2092883320;1997
W2108223359;2008
W2115389369;2007
W2115786274;2011
W2412419497;2016
W2417458004;2007
W2461920373;2016
W4234645257;1983
W3097864817;2020
W180704377;2012
W1841369471;2015
W1965295367;2014
W2003981576;2010
W2039331480;2002
W2039887689;2010
W2054792220;2010
W2067872497;2009
W2143193114;2007
W2334902846;2017
W2529420150;2016
W2810208604;2018
W2885250302;2018
W3000408105;2020
W3036742162;2020
W3095177424;2020
W3122908389;2012
W3134338217;2020
W4251577466;1996
W3103006100;2020
W2937116702;2015
W2999718594;2019
W2944289725;2019
W2027548715;2012
W2510149142;2016
W1649590900;2007
W1958624633;2001
W1981095507;2001
W2016378018;2007
W2031270769;2012
W2055430782;2010
W2055444046;2014
W2069922503;1998
W2072098075;2010
W2104703104;1996
W2108571575;2009
W2111276302;2005
W2112732901;2000
W2115590112;2010
W2155632927;2000
W2376856907;2003
W2951018327;2019
W1979384980;2006
W2020584386;2009
W2064754950;1990
W2140760324;2006
W2129991388;1996
W3197940785;2021
W165084027;2013
W1577581905;2010
W1585645581;2014
W1862903245;1972
W1880542227;2015
W1966644670;2012
W1967246150;2005
W2000425543;1999
W2001027016;2004
W2017248909;2006
W2028707177;2008
W2034273261;2009
W2038798254;1997
W2052035504;2010
W2058116681;2000
W2068375022;2011
W2076361679;2011
W2081045094;2012
W2081082834;1996
W2111859378;2006
W2130920129;2013
W2140827349;1997
W2148445705;2010
W2158093589;2006
W2178810531;2017
W2333164618;2016
W2371899610;2016
W2386192529;2008
W2511083062;2016
W2561686941;2016
W2581842620;2020
W2756966965;2019
W2758251993;2017
W2774779250;1997
W2887802901;2019
W2893803190;2018
W2910783792;2019
W2949488362;2019
W2972309377;2019
W3084270383;2020
W3136423367;2021
W3172461375;2021
W3186569641;2021
W1972619204;2010
W2262214525;2020
W2782413169;2018
W1502966089;2006
W2081019412;2010
W2767199106;2017
W2986398201;2019
W1526214392;2016
W1975031445;2014
W2005227145;2006
W2005646852;2004
W2021246659;2015
W2092453470;2015
W2105187436;2015
W2126204796;2007
W2140775588;2009
W2156047970;2015
W2306991863;2016
W2577183303;2016
W2738838593;2016
W2749572117;2013
W2753013930;2019
W2763248301;2017
W2796644303;2018
W2807216589;2017
W2885257907;2018
W2914983023;2018
W2922200144;2019
W2961694164;2021
W4247197907;2015
W2147966735;2009
W2920827943;2019
W2068241507;2012
W2086438570;1962
W2316360624;2014
W2989996574;2019
W1955455161;2014
W1999191563;2002
W2184632124;2015
W2272115009;2017
W2469121356;2016
W2783204359;2018
W2901696201;2018
W81545789;2011
W120258200;2011
W186855085;2011
W1934409286;2015
W2006233284;2003
W2044054148;2010
W2091905827;2007
W2111008343;1992
W2149539497;2010
W2543522872;2018
W2737855565;2017
W4232479183;2018
W4249871573;2010
W2403294193;2016
W3027200588;2020
W2034939407;2010
W2152976353;1993
W2789195611;2018
W4255811106;2014
W3034523783;2020
W1969382866;2001
W2025792669;2001
W2030451318;1991
W2141485925;2001
W3118360496;2021
W1507992088;2015
W1984665400;2007
W2002660429;1987
W2004260066;2000
W2009320008;2010
W2016660511;2006
W2038358602;2013
W2048795968;1986
W2151690963;2006
W2170889411;2007
W2219102318;2016
W2318303095;2014
W2328893508;1995
W2435883254;2014
W2498172080;2007
W2706614578;2017
W3015025717;2020
W3114490408;2015
W4220939551;2022
W575392322;2013
W1584166090;1997
W1761550677;2016
W1997060370;2004
W2011144090;2009
W2057982755;2013
W2058969738;1999
W2089713120;2010
W2157488300;2004
W2413609460;2016
W2494230889;2012
W2498641040;2012
W2593947425;2017
W2594438400;2017
W2613581635;2017
W2874644350;2019
W2888378763;2018
W2902682823;2018
W2922127468;2019
W2940690231;2019
W3036468686;2020
W3085432084;2020
W3130821593;2021
W4206230099;2022
W4300930208;2018
W2188402075;['']
W12511240;2010
W200136660;2008
W649407523;2006
W1840582393;2004
W2244139204;2015
W1966644123;2012
W1985085214;2013
W2067843611;2013
W2148421961;2012
W2918005403;2012
W2943076195;['']
W3001767847;2013
W2962892713;2019
W1971337209;2004
W1973038252;2009
W1983526993;2005
W2018034482;2011
W2144044836;2014
W2509869494;2016
W2541524400;2018
W2751418062;2017
W2769677735;2018
W2770299422;2017
W2791200926;2018
W2970405629;2012
W3105521269;1998
W4239822454;1988
W4255233506;2015
W3097755163;2020
W2017894357;2009
W2017954468;2014
W2199438523;2015
W2748254095;2017
W2757135061;2018
W2797392292;2018
W2806733001;2018
W2943497996;2019
W2955504486;2019
W1916898790;2013
W2947765173;2018
W1583344838;2011
W2288543397;2015
W2889302054;2018
W4205974275;2009
W2022025494;2014
W3009474582;2020
W2012844175;2014
W2801770589;2018
W3010653075;2019
W1139614984;2015
W1971556155;2012
W1971629487;2012
W1975430290;2012
W2010749551;2012
W2027994125;2013
W2055150233;1989
W2076727981;2013
W2337278558;2016
W2498359012;2016
W2507134803;2016
W2532117323;2011
W2559041964;2016
W2614639862;2017
W2914450120;2019
W3033456951;2020
W1605111945;2001
W1907412460;2012
W2078752847;1955
W2122475183;2014
W2261385440;2015
W2336969004;2016
W2402561536;2016
W2583114688;2017
W2606468805;2016
W2766340229;2017
W2805859385;2018
W2918965078;2019
W3039809916;2020
W2142070730;2000
W2416372080;2015
W2623712294;2019
W2766610291;2016
W2767142051;2017
W2782623850;2018
W2896699694;2018
W2921571693;2018
W2921875122;2018
W2945635688;2019
W2949105493;2019
W3152036440;2019
W3119028517;2021
W1812570755;2015
W1976466547;2012
W1983981789;2009
W2111345013;2013
W2290225231;2016
W2300504961;2016
W2440586295;2016
W2601552096;2016
W2607686524;2016
W2809163676;2018
W2954157032;2020
W3017762994;2020
W4233246871;2018
W4246927412;1898
W3125221614;2021
W199655775;2006
W1976307553;2012
W2000243538;2001
W2042125550;2008
W2050060531;2011
W2157318708;2014
W2921921660;2018
W2980450951;2020
W2991529745;2020
W3127987736;2020
W933628513;2015
W1691023989;2015
W1894356172;2015
W2065074684;2000
W2143914181;2015
W2802151127;2018
W1458493512;2017
W3208816578;2021
W2896781694;2018
W3011480558;2020
W1667493492;2015
W4285492387;2022
W1530991942;2013
W1575158869;2011
W2062914303;2011
W2118598492;2015
W2169104883;2015
W2500728912;2016
W2771754683;2017
W2788088359;2018
W2801784230;2018
W2909670485;2018
W2948818669;2019
W2954731505;2019
W2966803346;2019
W2969964756;2019
W3027656396;2020
W3042502222;2020
W3093873520;2020
W3104154537;2020
W3156900551;2021
W4297360895;2022
W4235982673;2019
W2251441781;['']
W1521891762;2004
W1529821323;2012
W1599843355;2011
W2065738110;2011
W2088211593;2009
W2113224924;1994
W2150259779;2009
W2335917011;['']
W207532872;1997
W1117255496;2000
W1567514506;2009
W1770284777;2006
W1981018253;2001
W1992642871;2010
W2994881432;2007
W3196861728;1984
W2342543455;2016
W338306864;2008
W1574993384;2004
W1607091025;2015
W2012832256;2014
W2055236590;2012
W2068926001;2010
W2095121463;2002
W2508091387;['']
W2586557090;1992
W2421784545;2011
W2034287447;2000
W2078290198;2003
W2248547440;2007
W2402811117;2004
W2558714782;2016
W362048754;2006
W1602403113;2009
W2770483654;2017
W89886133;2013
W110168766;2013
W316529897;1995
W572844201;1932
W2949846191;2015
W2945015474;2019
W1575435169;2007
W2001291669;2002
W2038912262;2011
W2040220320;2003
W2096011656;2008
W2971470026;2019
W1867099580;2014
W3004534107;2019
W2026284063;2002
W2096367848;1999
W2135422777;2012
W2168092967;2015
W3009989445;2020
W1991057612;2006
W2021915272;1991
W2100026901;1999
W3012065760;2020
W1923215383;2011
W2078113882;2007
W2329168215;1991
W3023056299;2020
W2170557017;2010
W1983692674;2013
W2006484719;2013
W2055410440;2012
W2112204411;2011
W2141134054;2015
W2154377542;2012
W2518945008;2017
W2614667435;2017
W2736849062;2017
W2809477077;2018
W2904666410;2018
W2944077759;2019
W2980596258;2019
W1834461292;2015
W1986952734;1994
W2023990562;1970
W2039379297;2011
W2605132308;2017
W2751675926;2017
W2767216530;2017
W2811173621;2018
W2910463270;2019
W3010575898;2020
W3153439630;2021
W4244072398;2014
W2065048560;2013
W2068868242;1993
W2889966825;2018
W1866823039;2011
W2805036395;2018
W1999122249;2011
W2019114517;2013
W2036035447;2012
W2036647888;2012
W2071708523;2015
W2091859970;1981
W2142183593;2011
W2256824667;2016
W2804193600;2018
W2891548325;2018
W2897778021;2018
W2955376287;2019
W2956694253;2019
W2981537357;2019
W3001434070;2021
W3002926433;2021
W3119538385;2021
W3159747718;2021
W3175146965;2021
W3187974397;2021
W4230616807;2019
W4234511226;2018
W4237753142;2021
W4280512866;2022
W2114702194;2010
W2765426788;2017
W2999844820;2020
W3018013732;2020
W3094698493;2020
W4220824149;2022
W4283323384;2022
W2734691816;2017
W2791142048;2018
W2809781387;2018
W2810143708;2018
W2810853756;2018
W2892687954;2018
W2966232742;2019
W3017655998;2019
W3133821588;2020
W3183027306;2021
W4234319935;2019
W1761993438;1996
W2470446282;2016
W2472123308;2016
W2899351821;2018
W2911347881;2019
W2912283373;2018
W2923713566;2019
W2990480008;2019
W2995109836;2020
W3000681446;2021
W3008597806;2019
W3010258896;2019
W3014401258;2020
W3014924334;2020
W3105657871;2021
W3156473280;2021
W4211023476;2022
W4211162286;2022
W103394227;2014
W2067530208;2016
W2122122381;1997
W2735330076;2018
W2800786311;2018
W2907362154;2018
W3017162980;2020
W3021579565;2020
W3082782674;2021
W3125695739;2021
W3174595752;2021
W3177307119;2021
W1724580224;2015
W1830167036;2014
W1970710424;2009
W2149447828;2012
W2342923665;2015
W2586901114;2016
W2932270964;2020
W2955665815;2018
W2979430076;2019
W3011549154;2020
W3014103120;2020
W3015628291;2020
W3027160089;2020
W3157721747;2021
W3170033526;2021
W3183863864;2021
W3195513253;2021
W3199124736;2021
W3200073305;2021
W4200338589;2021
W4200412988;2021
W4210299695;2022
W4229035230;2022
W4246465095;1994
W4289537967;2022
W3011399955;2018
W1977695489;2015
W2037664399;2012
W2112032657;2012
W3016360213;2018
W1485936980;2016
W1662349876;2015
W2118061987;2013
W2163787524;2014
W2481167335;2015
W2589545355;2016
W3021077683;2021
W1485415022;2014
W2075921371;2002
W2082887644;2010
W2125698068;2014
W2163185292;2010
W2737916068;2017
W2912251436;2019
W3026184284;2020
W2016088364;1967
W2797668270;2017
W2043357747;1990
W2139546923;2000
W2589939257;2006
W1839564221;2016
W1971211540;2011
W2958831572;2020
W1876904401;2015
W1919038510;2015
W1956918586;2015
W1975469413;2015
W1993042726;2007
W2052386974;2008
W2057680954;2001
W2073330612;2016
W2089340551;2010
W2092693797;2011
W2097887392;2011
W2171164381;2013
W2505640953;2016
W2535282595;2013
W2621706600;2018
W2776491667;2017
W2808981006;2018
W4251909731;2015
W2125835598;2013
W2094829345;2010
W2121135355;2012
W1973875237;2006
W2110725812;2004
W1988397149;2014
W1606467387;2004
W2056053943;2001
W2068429018;2013
W2026969918;2005
W2009390911;2008
W2023592366;2001
W2047247135;2006
W2065522770;2006
W2074119665;2006
W2081018622;2007
W2109427143;1999
W2058744877;2010
W2128058502;2003
W2805094381;2018
W1495188016;2015
W1864678345;2015
W1983584798;2015
W1999041717;2013
W2074814568;2011
W2093204584;2013
W2098290305;2005
W2100069078;2013
W2111232558;2003
W2126115844;2013
W2136575754;2001
W2399760382;2020
W2612204746;2017
W4234850608;2001
W4238847752;2001
W2091326097;2003
W2002352133;2012
W1558295295;1997
W1969805137;1996
W1970211921;1999
W1980159119;1997
W1997377180;1997
W2036730825;1997
W2050170916;1996
W2161942260;1997
W4240061759;2004
W2051194426;2015
W187906366;2012
W234935650;1971
W1994467522;2013
W1998445256;2006
W2070332582;2008
W2112602670;2008
W2126457897;2008
W2172010324;1984
W3003290152;2006
W3170990600;2008
W2557369143;2016
W1976029059;2015
W2021873462;2013
W2092912115;2014
W2182305094;2015
W2186169868;2015
W2187255942;2015
W2192959354;2020
W2193448462;2015
W2247460606;['']
W2602813133;2015
W2609021043;2020
W2977419645;2019
W1964039028;2011
W2039659878;2013
W2129915951;2008
W2530309120;2018
W2602858942;2018
W2766269339;2018
W2790445347;2018
W2887149733;2018
W2887404752;2018
W4247861800;2017
W2001905773;2015
W2807980986;2018
W67146032;1998
W138047100;1982
W635888385;2008
W1482060575;1995
W1694413161;1990
W1986917862;2009
W2000382608;2013
W2006094707;1997
W2012256050;1991
W2077430881;1998
W2092057351;1998
W2107651277;1993
W2119555207;2004
W2161463220;1988
W2338441251;2006
W2392990378;2003
W2496251569;2016
W40926840;2011
W1980217894;2011
W1989859191;2011
W2012066451;2011
W2035737653;1990
W2036102832;1968
W2053385689;2006
W2082300722;2005
W2119084795;2004
W2137383679;2009
W2152157363;2011
W2180629316;2000
W196551809;2012
W2090782000;2007
W144106517;2012
W1939552172;2015
W2162179856;2015
W2775434677;2017
W28456395;2009
W2528866855;['']
W2945420395;2019
W1975848403;2014
W2064643085;2012
W2113142830;2014
W2093153317;2014
W2123017428;2008
W303796449;2005
W2102622939;2007
W2149080216;2001
W2326691294;2006
W2142051480;2015
W1965999735;2012
W2011337345;2010
W2039641491;2013
W2082953480;2012
W2101267506;2011
W2148227147;2012
W2189387056;2020
W2069148737;2006
W2597462624;2011
W30582302;2011
W191861468;2006
W2032843080;1992
W2053703112;1999
W2158864412;1994
W3037036965;2020
W2060422862;1955
W2113704446;2014
W2116290232;2011
W2482321721;2016
W2808332244;2018
W2883023668;2018
W2887442532;2018
W2913164866;2020
W3171388713;2021
W1969153009;2010
W2054820883;1974
W2074481854;2013
W2083092554;2003
W2099619975;2014
W2125752917;2004
W2138799866;2013
W2609661575;2017
W2619327835;2017
W2775900204;2018
W2901373230;2019
W3015766319;2020
W3090638618;2021
W3095857460;2020
W3127200938;2021
W2012865841;2010
W2025660010;1987
W2139783553;1981
W2085371664;2013
W2187659834;2014
W287524507;2002
W1489104989;2007
W1558572601;2002
W1567141430;2005
W1864129767;2004
W1903250301;2005
W2050961412;2001
W2123011607;2005
W2137717784;1999
W2148534182;2008
W2148940224;2006
W2160555911;2007
W2230552882;2002
W2240288956;2002
W2253608747;2005
W2546092142;2006
W2724491606;2015
W2807740804;2007
W2905851703;2007
W2557403085;2016
W1770874980;2015
W1874669134;2011
W1965711555;2014
W1965820666;2011
W1998847210;2011
W2003724675;2011
W2005763184;2014
W2052629278;2014
W2069903780;2010
W2099503528;2008
W2103128825;2007
W2118184639;2009
W2143876256;2011
W2155062647;2009
W2171394369;2010
W2193398636;2015
W2402647889;2012
W2534327703;2005
W2808686221;2018
W2052101136;2014
W2181504634;2015
W2611637337;2016
W2612853686;2017
W2739775521;2017
W2768783059;2017
W2773042814;2017
W2775106966;2017
W3193389877;2021
W2921586224;2019
W2577351133;2017
W2103380672;2013
W255035960;2020
W2109324535;2009
W2602061104;2020
W652035950;2000
W2269300936;2015
W1980234992;2008
W1980445244;2010
W1983092137;2012
W1992867615;2012
W1999794696;2008
W2015566410;2012
W2020334909;2016
W2135519654;2014
W2272383270;2015
W2293255090;2014
W422716925;2002
W633428226;2010
W1849280901;2014
W1997729393;2010
W2041404167;1948
W2090767892;2007
W2115186425;1965
W2129994723;2007
W2749334820;2011
W636111696;1994
W2148425491;2008
W2588393222;2004
W2907225711;2018
W2969914326;2019
W1763336476;2011
W1766756216;2015
W1986003832;2013
W1992097573;2012
W1997086049;2014
W2057949619;2015
W2089189642;2005
W2095119621;2013
W2343459796;2016
W2518901007;2017
W2625914814;2018
W2806695345;2018
W3093758974;2020
W249305797;2012
W2158612409;2014
W2170076168;2010
W2247648377;2014
W2263929186;2017
W2561583681;2017
W2769294114;2019
W2804112767;2018
W2906753768;2018
W3106694803;2020
W1827505144;2013
W1964334612;2012
W1985597598;2009
W1989609779;2009
W2042110097;2013
W2058795522;2012
W2112314669;2011
W2126394636;2014
W2147474300;2013
W2157068203;2012
W2567005226;2013
W2911250528;2019
W2923531741;2019
W2938598334;2019
W2963089539;2019
W972148771;1978
W2041144496;2014
W2117289015;1999
W2568053678;2016
W2569882854;2016
W2626414032;2014
W4231035291;2015
W2995946836;2020
W3037474630;2020
W3131408458;2021
W2061586792;2009
W2077797310;2003
W2094930147;2014
W3015349730;2020
W3027269494;2020
W3094224965;2020
W3095132659;2020
W3110291891;2020
W3135164311;2020
W3140333653;2021
W3161882020;2020
W3182564353;2021
W3210999914;2021
W3215207986;2021
W3215301681;2021
W4285099838;2022
W3044144130;2020
W2161396417;2010
W3137633585;2020
W2732309813;2017
W2887498147;2018
W2019363971;2008
W1815588791;1996
W1593576149;2012
W2083674894;2009
W1529465401;2001
W1572841125;2015
W2039461050;2009
W2022132094;2012
W84128348;2003
W1964404332;1998
W1970887209;2005
W1975009067;2010
W1980341193;2006
W1989413586;2005
W2004861215;2008
W2006003012;2006
W2012685465;2009
W2022059536;2003
W2024368133;1996
W2029746118;1991
W2041950918;1999
W2047572557;2011
W2053369376;2004
W2054262764;2010
W2059969576;1985
W2065145638;2008
W2072560149;1999
W2073051308;2009
W2074273137;1997
W2075610023;2000
W2077912721;2006
W2078545601;1999
W2098705723;1998
W2100801827;2001
W2108513067;2003
W2112604280;2004
W2121528657;1995
W2129843467;2005
W2138650881;2007
W2143135722;2005
W2148577710;2008
W2152565303;2004
W2154215919;2009
W2157869447;2008
W2160852640;1994
W2161872763;2005
W2165355790;2004
W2166610043;2005
W2203308763;2003
W2811125420;1998
W4250976518;1996
W2100929472;1977
W1998969401;2014
W2913273466;2003
W4207052600;2001
W2155101839;2003
W2000108311;2011
W2015209538;2011
W1965278860;1999
W1979990370;1999
W2014741297;1992
W2017666072;2008
W2030003136;1978
W2100551029;2004
W2113091183;2008
W2129748332;2008
W2139235797;2003
W2155406153;2005
W2158345227;2000
W2326788236;2002
W2748108744;2009
W4241630434;1995
W2045163283;2010
W2069298659;2006
W2917671824;2019
W1987420827;2014
W2023614577;2012
W2034204704;2014
W2049170987;2003
W2141272480;2004
W2153041355;1988
W2169434303;2017
W2488736404;2015
W3129791426;2021
W1483326522;2001
W1526941025;1993
W1792194362;2016
W1821468036;2015
W1828793976;2014
W1966621377;2007
W1971852361;2002
W1973059627;2009
W1976356557;1999
W1981775032;2014
W1990866777;2015
W1991005530;1989
W1994478002;2009
W1998470058;2015
W1998753712;2010
W2005397141;2014
W2007455106;2012
W2009860840;2015
W2011376856;2013
W2015280926;2009
W2029576272;2007
W2037202844;2000
W2040593779;2016
W2042962409;1992
W2044091975;2011
W2058688200;2010
W2070945893;2015
W2082437597;2010
